building_id,year,meter,total_meter_reading
Cockatoo_education_Helene,2017,electricity,928290.525
Cockatoo_education_Helene,2017,steam,1110779.432
Cockatoo_education_Jack,2016,electricity,60747.8001
Cockatoo_education_Jack,2016,steam,174681.6552
Cockatoo_education_Jack,2017,electricity,59578.9669
Cockatoo_education_Jack,2017,steam,239038.355
Cockatoo_education_Janet,2016,chilledwater,7002838.2669
Cockatoo_education_Janet,2016,electricity,7512460.4499
Cockatoo_education_Janet,2016,steam,2192791.3986
Cockatoo_education_Janet,2017,chilledwater,7448601.7431
Cockatoo_education_Janet,2017,electricity,8600505.3756
Cockatoo_education_Janet,2017,steam,2961152.6091
Cockatoo_education_Joeann,2016,electricity,3060971.1834
Cockatoo_education_Joeann,2016,steam,2092685.4087
Cockatoo_education_Joeann,2017,electricity,3254583.175
Cockatoo_education_Joeann,2017,steam,2499358.3772
Cockatoo_education_Joel,2016,electricity,47835.85
Cockatoo_education_Joel,2017,electricity,50087.4167
Cockatoo_education_Jon,2016,chilledwater,1849109.2283
Cockatoo_education_Jon,2016,electricity,906785.1416
Cockatoo_education_Jon,2017,chilledwater,2112619.1829
Cockatoo_education_Jon,2017,electricity,903470.0584
Cockatoo_education_Julia,2016,electricity,239661.9001
Cockatoo_education_Julia,2017,electricity,289437.9667
Cockatoo_education_Julio,2016,electricity,1323839.2166
Cockatoo_education_Julio,2016,steam,705185.2743
Cockatoo_education_Julio,2017,electricity,1478895.9084
Cockatoo_education_Julio,2017,steam,6998521.1499
Cockatoo_education_June,2016,chilledwater,1869924.8564
Cockatoo_education_June,2016,electricity,785230.9001
Cockatoo_education_June,2016,steam,3324460.2518
Cockatoo_education_June,2017,chilledwater,2046838.0861
Cockatoo_education_June,2017,electricity,892980.6
Cockatoo_education_June,2017,steam,4338788.1839
Cockatoo_education_Latrice,2016,chilledwater,1738935.7421
Cockatoo_education_Latrice,2016,electricity,3177.8583
Cockatoo_education_Latrice,2016,steam,3311939.1314
Cockatoo_education_Latrice,2017,chilledwater,1539255.9546
Cockatoo_education_Latrice,2017,electricity,91.6917
Cockatoo_education_Latrice,2017,steam,3630509.6418
Cockatoo_education_Laurence,2016,chilledwater,3902282.0378
Cockatoo_education_Laurence,2016,electricity,526862.6666
Cockatoo_education_Laurence,2016,steam,505363.5056
Cockatoo_education_Laurence,2017,chilledwater,4574703.9094
Cockatoo_education_Laurence,2017,electricity,627917.1082
Cockatoo_education_Laurence,2017,steam,703311.4901
Cockatoo_education_Lionel,2016,chilledwater,1149320.0008
Cockatoo_education_Lionel,2016,electricity,2410834.725
Cockatoo_education_Lionel,2016,steam,1569848.9767
Cockatoo_education_Lionel,2017,chilledwater,1138874.1078
Cockatoo_education_Lionel,2017,electricity,2880305.675
Cockatoo_education_Lionel,2017,steam,1985489.4761
Cockatoo_education_Magdalena,2016,chilledwater,257958.168
Cockatoo_education_Magdalena,2016,electricity,84603.8084
Cockatoo_education_Magdalena,2017,chilledwater,461779.8801
Cockatoo_education_Magdalena,2017,electricity,91940.9833
Cockatoo_education_Marva,2016,electricity,1157870.7916
Cockatoo_education_Marva,2016,steam,1381720.2216
Cockatoo_education_Marva,2017,electricity,1388870.6416
Cockatoo_education_Marva,2017,steam,1673571.5057
Cockatoo_education_Maynard,2016,electricity,158614.59159999999
Cockatoo_education_Maynard,2017,electricity,178420.9416
Cockatoo_education_Mayra,2016,chilledwater,1596066.5232
Cockatoo_education_Mayra,2016,electricity,368661.0083
Cockatoo_education_Mayra,2017,chilledwater,1470829.3562
Cockatoo_education_Mayra,2017,electricity,601759.65
Cockatoo_education_Melanie,2016,electricity,114990.65
Cockatoo_education_Melanie,2016,steam,19660.243
Cockatoo_education_Melanie,2017,electricity,156055.28340000001
Cockatoo_education_Melanie,2017,steam,9426.7587
Cockatoo_education_Minh,2016,chilledwater,70546.4931
Cockatoo_education_Minh,2016,electricity,335332.0167
Cockatoo_education_Minh,2016,steam,1390832.458
Cockatoo_education_Minh,2017,chilledwater,76988.9643
Cockatoo_education_Minh,2017,electricity,386378.225
Cockatoo_education_Minh,2017,steam,1746164.1549
Cockatoo_education_Nelda,2016,chilledwater,5900963.4596
Cockatoo_education_Nelda,2016,electricity,986254.1915
Cockatoo_education_Nelda,2016,steam,1625268.3472
Cockatoo_education_Nelda,2017,chilledwater,6370479.0666
Cockatoo_education_Nelda,2017,electricity,985026.7499
Cockatoo_education_Nelda,2017,steam,2016610.7836
Cockatoo_education_Noah,2016,steam,4993414.0887
Cockatoo_education_Noah,2017,steam,6721508.7237
Cockatoo_education_Oliver,2016,electricity,1278996.5082
Cockatoo_education_Oliver,2016,steam,5794309.1799
Cockatoo_education_Oliver,2017,electricity,1433470.2751
Cockatoo_education_Oliver,2017,steam,6741913.5598
Cockatoo_education_Orlando,2016,chilledwater,1250024.0139
Cockatoo_education_Orlando,2016,electricity,1731480.5166
Cockatoo_education_Orlando,2016,hotwater,142350736.0135
Cockatoo_education_Orlando,2016,steam,4144274.3874
Cockatoo_education_Orlando,2017,chilledwater,1467815.2844
Cockatoo_education_Orlando,2017,electricity,2062310.25
Cockatoo_education_Orlando,2017,hotwater,155307757.4595
Cockatoo_education_Orlando,2017,steam,4083814.7886
Cockatoo_education_Priscilla,2016,chilledwater,1384086.3561
Cockatoo_education_Priscilla,2017,chilledwater,1619334.386
Cockatoo_education_Rita,2016,chilledwater,310003.5393
Cockatoo_education_Rita,2016,electricity,91975.4917
Cockatoo_education_Rita,2016,steam,2927280.6432
Cockatoo_education_Rita,2017,chilledwater,350848.2884
Cockatoo_education_Rita,2017,electricity,112250.9666
Cockatoo_education_Rita,2017,steam,3758990.2632
Cockatoo_education_Shawn,2016,electricity,889237.9333
Cockatoo_education_Shawn,2017,electricity,1061551.525
Cockatoo_education_Shawn,2017,steam,42863.3036
Cockatoo_education_Sheryl,2016,electricity,3624751.0334
Cockatoo_education_Sheryl,2017,electricity,3973894.8919
Cockatoo_education_Terrence,2016,chilledwater,3454199.6263
Cockatoo_education_Terrence,2016,electricity,3136267.4749
Cockatoo_education_Terrence,2017,chilledwater,3808374.3861000002
Cockatoo_education_Terrence,2017,electricity,3860033.8583
Cockatoo_education_Tyler,2016,electricity,5890399.6577
Cockatoo_education_Tyler,2016,steam,1991025.5954
Cockatoo_education_Tyler,2017,electricity,6524541.7094
Cockatoo_education_Tyler,2017,steam,2732423.005
Cockatoo_education_Victoria,2016,electricity,35254.7417
Cockatoo_education_Victoria,2017,electricity,41230.2749
Cockatoo_health_Ashlie,2016,chilledwater,1977825.8898
Cockatoo_health_Ashlie,2017,chilledwater,1527812.827
Cockatoo_industrial_Elina,2016,chilledwater,7073625.5761
Cockatoo_industrial_Elina,2017,chilledwater,7682547.4264
Cockatoo_industrial_Nathaniel,2016,electricity,606790.8751
Cockatoo_industrial_Nathaniel,2017,electricity,722434.5335
Cockatoo_industrial_Sarita,2016,electricity,107504.1832
Cockatoo_industrial_Sarita,2016,steam,3002147.2312
Cockatoo_industrial_Sarita,2017,electricity,134288.3834
Cockatoo_industrial_Sarita,2017,steam,4073699.6208
Cockatoo_lodging_Aimee,2016,chilledwater,338440.1011
Cockatoo_lodging_Aimee,2016,electricity,246669.0
Cockatoo_lodging_Aimee,2017,chilledwater,282756.9177
Cockatoo_lodging_Aimee,2017,electricity,296317.0749
Cockatoo_lodging_Albert,2016,chilledwater,684564.7951
Cockatoo_lodging_Albert,2016,electricity,506262.8915
Cockatoo_lodging_Albert,2017,chilledwater,633952.3395
Cockatoo_lodging_Albert,2017,electricity,635865.7584
Cockatoo_lodging_Alicia,2016,chilledwater,112745.6747
Cockatoo_lodging_Alicia,2016,electricity,189625.7667
Cockatoo_lodging_Alicia,2016,steam,448652.5145
Cockatoo_lodging_Alicia,2017,chilledwater,133697.1028
Cockatoo_lodging_Alicia,2017,electricity,198345.9334
Cockatoo_lodging_Alicia,2017,steam,1296267.6232
Cockatoo_lodging_Ana,2016,chilledwater,139630.7781
Cockatoo_lodging_Ana,2016,electricity,95082.5749
Cockatoo_lodging_Ana,2017,chilledwater,154161.8297
Cockatoo_lodging_Ana,2017,electricity,114879.3166
Cockatoo_lodging_Carmen,2016,electricity,125321.2833
Cockatoo_lodging_Carmen,2017,electricity,158817.1167
Cockatoo_lodging_Cletus,2016,electricity,630902.5166
Cockatoo_lodging_Cletus,2017,chilledwater,833331.7736
Cockatoo_lodging_Cletus,2017,electricity,717217.4668
Cockatoo_lodging_Elvia,2016,electricity,1897015.8083
Cockatoo_lodging_Elvia,2017,electricity,2250000.5998
Cockatoo_lodging_Emory,2016,chilledwater,2353217.702
Cockatoo_lodging_Emory,2016,electricity,599385.3999
Cockatoo_lodging_Emory,2017,chilledwater,2675133.1913
Cockatoo_lodging_Emory,2017,electricity,695998.4835
Cockatoo_lodging_Eric,2016,electricity,142606.6585
Cockatoo_lodging_Eric,2017,electricity,167119.525
Cockatoo_lodging_Fritz,2016,chilledwater,400452.174
Cockatoo_lodging_Fritz,2017,chilledwater,411683.3544
Cockatoo_lodging_Fritz,2017,steam,14599.5853
Cockatoo_lodging_Homer,2016,electricity,1951614.4749
Cockatoo_lodging_Homer,2017,electricity,2327843.775
Cockatoo_lodging_Jarrod,2016,electricity,593458.8166
Cockatoo_lodging_Jarrod,2016,steam,2384161.8172999998
Cockatoo_lodging_Jarrod,2017,electricity,359327.2084
Cockatoo_lodging_Jarrod,2017,steam,3243757.0291
Cockatoo_lodging_Javier,2016,electricity,701654.4083
Cockatoo_lodging_Javier,2016,steam,699688.1959
Cockatoo_lodging_Javier,2017,electricity,806515.7835
Cockatoo_lodging_Javier,2017,steam,1476489.2309
Cockatoo_lodging_Jim,2016,chilledwater,11385.7847
Cockatoo_lodging_Jim,2016,electricity,399737.9499
Cockatoo_lodging_Jim,2016,steam,1112742.1102
Cockatoo_lodging_Jim,2017,chilledwater,77510.289
Cockatoo_lodging_Jim,2017,electricity,421549.6335
Cockatoo_lodging_Jim,2017,steam,1395619.2133
Cockatoo_lodging_Jimmie,2016,electricity,1397958.5334
Cockatoo_lodging_Jimmie,2017,electricity,1395620.475
Cockatoo_lodging_Johnathan,2016,electricity,66150.0916
Cockatoo_lodging_Johnathan,2017,electricity,78702.4668
Cockatoo_lodging_Johnathan,2017,steam,1409392.6531
Cockatoo_lodging_Josephine,2016,electricity,611264.7751
Cockatoo_lodging_Josephine,2017,electricity,695731.7084
Cockatoo_lodging_Judi,2016,electricity,108828.8584
Cockatoo_lodging_Judi,2017,electricity,134401.2332
Cockatoo_lodging_Katharine,2016,chilledwater,864274.8015000001
Cockatoo_lodging_Katharine,2016,electricity,187672.4916
Cockatoo_lodging_Katharine,2016,steam,582466.969
Cockatoo_lodging_Katharine,2017,chilledwater,840620.887
Cockatoo_lodging_Katharine,2017,electricity,234404.0668
Cockatoo_lodging_Katharine,2017,steam,718798.6871
Cockatoo_lodging_Kerri,2016,chilledwater,634780.7075
Cockatoo_lodging_Kerri,2016,electricity,115571.725
Cockatoo_lodging_Kerri,2016,steam,1211496.1627
Cockatoo_lodging_Kerri,2017,chilledwater,626493.1788
Cockatoo_lodging_Kerri,2017,electricity,147455.8834
Cockatoo_lodging_Kerri,2017,steam,1415873.3129
Cockatoo_lodging_Kyle,2016,chilledwater,818004.0919
Cockatoo_lodging_Kyle,2016,electricity,1716645.8667
Cockatoo_lodging_Kyle,2016,steam,375808.4281
Cockatoo_lodging_Kyle,2017,chilledwater,734610.6727
Cockatoo_lodging_Kyle,2017,electricity,2025591.95
Cockatoo_lodging_Kyle,2017,steam,955431.231
Cockatoo_lodging_Lana,2016,chilledwater,1320292.9287
Cockatoo_lodging_Lana,2016,electricity,251250.1417
Cockatoo_lodging_Lana,2016,steam,615878.6957
Cockatoo_lodging_Lana,2017,chilledwater,1332963.4444
Cockatoo_lodging_Lana,2017,electricity,291036.175
Cockatoo_lodging_Lana,2017,steam,1221098.921
Cockatoo_lodging_Linwood,2016,electricity,136446.9499
Cockatoo_lodging_Linwood,2016,steam,890412.4067
Cockatoo_lodging_Linwood,2017,electricity,153479.1668
Cockatoo_lodging_Linwood,2017,steam,1125763.3455
Cockatoo_lodging_Lynne,2016,chilledwater,16312.9318
Cockatoo_lodging_Lynne,2016,electricity,947963.2916
Cockatoo_lodging_Lynne,2016,steam,2207014.6622
Cockatoo_lodging_Lynne,2017,electricity,1104869.5333
Cockatoo_lodging_Lynne,2017,steam,2481790.6499
Cockatoo_lodging_Mandy,2016,electricity,92558.5584
Cockatoo_lodging_Mandy,2017,electricity,104991.3828
Cockatoo_lodging_Olga,2016,electricity,502264.2
Cockatoo_lodging_Olga,2016,steam,60034.0291
Cockatoo_lodging_Olga,2017,electricity,609428.0833
Cockatoo_lodging_Olga,2017,steam,62423.6721
Cockatoo_lodging_Raphael,2016,chilledwater,1759324.4833
Cockatoo_lodging_Raphael,2016,electricity,689112.375
Cockatoo_lodging_Raphael,2017,chilledwater,1680888.5353
Cockatoo_lodging_Raphael,2017,electricity,854030.7168
Cockatoo_lodging_Tesha,2016,electricity,158601.7249
Cockatoo_lodging_Tesha,2016,steam,336234.4573
Cockatoo_lodging_Tesha,2017,electricity,184723.8165
Cockatoo_lodging_Tesha,2017,steam,420790.7718
Cockatoo_lodging_Tessie,2016,chilledwater,782582.4079999999
Cockatoo_lodging_Tessie,2016,electricity,1684298.2333
Cockatoo_lodging_Tessie,2017,chilledwater,848129.7567
Cockatoo_lodging_Tessie,2017,electricity,1998678.8165
Cockatoo_office_Ada,2016,electricity,2316346.7499
Cockatoo_office_Ada,2016,steam,559877.4308
Cockatoo_office_Ada,2017,electricity,3633866.3667
Cockatoo_office_Ada,2017,steam,702595.3414
Cockatoo_office_Alton,2016,chilledwater,1414926.697
Cockatoo_office_Alton,2016,electricity,709189.7082999999
Cockatoo_office_Alton,2017,chilledwater,1623935.7757
Cockatoo_office_Alton,2017,electricity,867068.1
Cockatoo_office_Alton,2017,steam,55756.9669
Cockatoo_office_Christy,2016,electricity,1345633.5499
Cockatoo_office_Christy,2016,steam,1655650.5494
Cockatoo_office_Christy,2017,electricity,1745403.9832
Cockatoo_office_Christy,2017,steam,2093176.7102
Cockatoo_office_Delores,2016,chilledwater,360546.6955
Cockatoo_office_Delores,2016,electricity,544483.2
Cockatoo_office_Delores,2016,steam,1752487.6895
Cockatoo_office_Delores,2017,chilledwater,324698.6958
Cockatoo_office_Delores,2017,electricity,626435.8251
Cockatoo_office_Delores,2017,steam,2053999.9845
Cockatoo_office_Elbert,2016,chilledwater,239597.4144
Cockatoo_office_Elbert,2016,electricity,233280.2333
Cockatoo_office_Elbert,2016,steam,395325.8421
Cockatoo_office_Elbert,2017,chilledwater,323861.2875
Cockatoo_office_Elbert,2017,electricity,246003.5667
Cockatoo_office_Elbert,2017,steam,542783.1855
Cockatoo_office_Gail,2016,chilledwater,1365493.3169
Cockatoo_office_Gail,2016,electricity,168171.1917
Cockatoo_office_Gail,2017,chilledwater,1526355.6224
Cockatoo_office_Gail,2017,electricity,177686.4
Cockatoo_office_Georgia,2016,chilledwater,604897.3855
Cockatoo_office_Georgia,2016,electricity,1894796.2999
Cockatoo_office_Georgia,2016,steam,690813.6321
Cockatoo_office_Georgia,2017,chilledwater,685495.063
Cockatoo_office_Georgia,2017,electricity,2045164.1916
Cockatoo_office_Georgia,2017,steam,773381.4953
Cockatoo_office_Giovanni,2016,chilledwater,1336646.5914
Cockatoo_office_Giovanni,2016,electricity,1035291.9082
Cockatoo_office_Giovanni,2016,steam,321460.428
Cockatoo_office_Giovanni,2017,chilledwater,1440734.4413
Cockatoo_office_Giovanni,2017,electricity,1077704.1085
Cockatoo_office_Giovanni,2017,steam,427357.8837
Cockatoo_office_Jimmy,2016,chilledwater,446562.0948
Cockatoo_office_Jimmy,2016,electricity,113018.7834
Cockatoo_office_Jimmy,2016,steam,2842246.7851
Cockatoo_office_Jimmy,2017,chilledwater,384020.7684
Cockatoo_office_Jimmy,2017,electricity,107802.6
Cockatoo_office_Jimmy,2017,steam,2896043.5484
Cockatoo_office_Jodie,2016,chilledwater,16417.3103
Cockatoo_office_Jodie,2016,electricity,389472.2499
Cockatoo_office_Jodie,2016,steam,516437.631
Cockatoo_office_Jodie,2017,chilledwater,14832.5923
Cockatoo_office_Jodie,2017,electricity,460000.5498
Cockatoo_office_Jodie,2017,steam,724757.9654
Cockatoo_office_Kristin,2016,chilledwater,1360820.13
Cockatoo_office_Kristin,2016,electricity,791941.6501
Cockatoo_office_Kristin,2016,steam,842120.92
Cockatoo_office_Kristin,2017,chilledwater,1458481.5489999999
Cockatoo_office_Kristin,2017,electricity,988551.7915
Cockatoo_office_Kristin,2017,steam,1017255.7627
Cockatoo_office_Laila,2016,chilledwater,2676860.2745
Cockatoo_office_Laila,2016,electricity,1680683.0333
Cockatoo_office_Laila,2016,steam,1832501.8414
Cockatoo_office_Laila,2017,chilledwater,2814820.5524
Cockatoo_office_Laila,2017,electricity,1904048.7997
Cockatoo_office_Laila,2017,steam,2466903.1942
Cockatoo_office_Lorraine,2016,chilledwater,1036195.7815
Cockatoo_office_Lorraine,2016,electricity,54795.1916
Cockatoo_office_Lorraine,2017,chilledwater,1135607.0231
Cockatoo_office_Lorraine,2017,electricity,53844.3251
Cockatoo_office_Margaret,2016,electricity,24879.2083
Cockatoo_office_Margaret,2017,electricity,27310.7917
Cockatoo_office_Nola,2016,chilledwater,705976.2802
Cockatoo_office_Nola,2017,chilledwater,610289.0123
Cockatoo_office_Paige,2016,chilledwater,298009.7748
Cockatoo_office_Paige,2016,electricity,845211.95
Cockatoo_office_Paige,2017,chilledwater,291686.1663
Cockatoo_office_Paige,2017,electricity,912856.6502
Cockatoo_office_Pansy,2016,chilledwater,584447.4579
Cockatoo_office_Pansy,2016,electricity,409526.1916
Cockatoo_office_Pansy,2016,steam,663773.7426
Cockatoo_office_Pansy,2017,chilledwater,768658.2546
Cockatoo_office_Pansy,2017,electricity,469325.6082
Cockatoo_office_Pansy,2017,steam,900943.4527
Cockatoo_office_Rodney,2016,chilledwater,212005.3851
Cockatoo_office_Rodney,2016,electricity,1006833.8334
Cockatoo_office_Rodney,2016,steam,1810754.9218000001
Cockatoo_office_Rodney,2017,chilledwater,197591.8004
Cockatoo_office_Rodney,2017,electricity,1110746.8749
Cockatoo_office_Rodney,2017,steam,1794173.7179
Cockatoo_office_Roxanna,2016,chilledwater,2536273.7159
Cockatoo_office_Roxanna,2016,electricity,58881.9083
Cockatoo_office_Roxanna,2017,chilledwater,2013012.7262
Cockatoo_office_Roxanna,2017,electricity,65750.5752
Cockatoo_public_Caleb,2016,electricity,1451710.3249
Cockatoo_public_Caleb,2017,electricity,1476878.6915
Cockatoo_public_Chiquita,2016,electricity,662701.9582999999
Cockatoo_public_Chiquita,2016,steam,61683.0708
Cockatoo_public_Chiquita,2017,electricity,759523.0583
Cockatoo_public_Chiquita,2017,steam,81193.2614
Cockatoo_public_Harland,2016,electricity,382397.7082
Cockatoo_public_Harland,2017,electricity,433810.8249
Cockatoo_public_Leah,2016,chilledwater,863686.5444
Cockatoo_public_Leah,2016,electricity,1248468.3834
Cockatoo_public_Leah,2017,chilledwater,704849.9906
Cockatoo_public_Leah,2017,electricity,1453154.9083
Cockatoo_public_Shad,2016,electricity,1035289.6583
Cockatoo_public_Shad,2016,steam,779441.4134
Cockatoo_public_Shad,2017,electricity,1055761.3916
Cockatoo_public_Shad,2017,steam,812781.409
Cockatoo_public_Valerie,2016,chilledwater,4029456.4763
Cockatoo_public_Valerie,2016,electricity,3207894.4584
Cockatoo_public_Valerie,2016,steam,1742978.3365
Cockatoo_public_Valerie,2017,chilledwater,4561661.5871
Cockatoo_public_Valerie,2017,electricity,3909816.1999
Cockatoo_public_Valerie,2017,steam,2166641.3733
Cockatoo_religion_Diedre,2016,chilledwater,207468.5591
Cockatoo_religion_Diedre,2016,electricity,52482.9251
Cockatoo_religion_Diedre,2017,chilledwater,231494.6337
Cockatoo_religion_Diedre,2017,electricity,42032.5918
Cockatoo_science_Rex,2016,chilledwater,5794540.2892
Cockatoo_science_Rex,2016,electricity,1413852.975
Cockatoo_science_Rex,2016,steam,301371.9778
Cockatoo_science_Rex,2017,chilledwater,6289069.5076
Cockatoo_science_Rex,2017,electricity,1570848.0833
Cockatoo_science_Rex,2017,steam,470345.7948
Cockatoo_utility_Kimiko,2016,electricity,615249.8667
Cockatoo_utility_Kimiko,2016,steam,1373334.3036
Cockatoo_utility_Kimiko,2017,electricity,527288.9916
Cockatoo_utility_Kimiko,2017,steam,1737767.3575
Cockatoo_utility_Sherri,2016,electricity,448182.44180000003
Cockatoo_utility_Sherri,2016,steam,2053490.5645
Cockatoo_utility_Sherri,2017,electricity,461750.7917
Cockatoo_utility_Sherri,2017,steam,2066481.7055
Crow_education_Kate,2016,chilledwater,372348.7584
Crow_education_Kate,2016,electricity,635950.81
Crow_education_Kate,2016,hotwater,1555670.3022
Crow_education_Kate,2017,chilledwater,249752.763
Crow_education_Kate,2017,electricity,512001.625
Crow_education_Kate,2017,hotwater,1346904.6993
Crow_education_Keisha,2016,chilledwater,211859.2685
Crow_education_Keisha,2016,electricity,2575634.505
Crow_education_Keisha,2016,hotwater,835346.1594
Crow_education_Keisha,2017,chilledwater,141103.1382
Crow_education_Keisha,2017,electricity,2237371.125
Crow_education_Keisha,2017,hotwater,566856.8364
Crow_education_Marlin,2016,chilledwater,649681.7913
Crow_education_Marlin,2016,electricity,1918838.098
Crow_education_Marlin,2016,hotwater,577051.2994
Crow_education_Marlin,2017,chilledwater,462223.5264
Crow_education_Marlin,2017,electricity,1682273.062
Crow_education_Marlin,2017,hotwater,534535.588
Crow_education_Omer,2016,chilledwater,599860.8346
Crow_education_Omer,2016,electricity,3028812.5
Crow_education_Omer,2016,hotwater,962990.6808
Crow_education_Omer,2017,chilledwater,449691.3678
Crow_education_Omer,2017,electricity,2465388.829
Crow_education_Omer,2017,hotwater,598117.1999
Crow_education_Winston,2016,chilledwater,673648.5315
Crow_education_Winston,2016,electricity,2655859.5
Crow_education_Winston,2016,hotwater,797174.5152
Crow_education_Winston,2017,chilledwater,696592.5484
Crow_education_Winston,2017,electricity,2566512.329
Crow_education_Winston,2017,hotwater,806242.0647
Eagle_assembly_Benny,2016,electricity,465673.5901
Eagle_assembly_Benny,2017,electricity,398251.529
Eagle_assembly_Candice,2016,chilledwater,231257265.9982
Eagle_assembly_Candice,2016,electricity,323976.9273
Eagle_assembly_Candice,2016,hotwater,437244137.5825
Eagle_assembly_Candice,2017,chilledwater,230373076.914
Eagle_assembly_Candice,2017,electricity,361765.9895
Eagle_assembly_Candice,2017,hotwater,185492046.9343
Eagle_assembly_Estelle,2016,chilledwater,157739311.6126
Eagle_assembly_Estelle,2016,electricity,101714.0
Eagle_assembly_Estelle,2016,hotwater,307675684.3652
Eagle_assembly_Estelle,2017,chilledwater,183254447.4445
Eagle_assembly_Estelle,2017,electricity,98572.0
Eagle_assembly_Estelle,2017,hotwater,239131618.4277
Eagle_assembly_Herbert,2016,electricity,608212.92
Eagle_assembly_Herbert,2016,steam,1650440.3108
Eagle_assembly_Herbert,2017,electricity,589820.4743
Eagle_assembly_Herbert,2017,steam,2054746.6237
Eagle_assembly_Ian,2016,chilledwater,3104851899.6404
Eagle_assembly_Ian,2016,electricity,3737457.0
Eagle_assembly_Ian,2016,hotwater,2052938344.0134
Eagle_assembly_Ian,2017,chilledwater,3315728342.1427
Eagle_assembly_Ian,2017,electricity,4056758.0
Eagle_assembly_Ian,2017,hotwater,1740185177.345
Eagle_assembly_Josie,2016,chilledwater,475583334.9073
Eagle_assembly_Josie,2016,electricity,1377621.9757
Eagle_assembly_Josie,2016,hotwater,713022783.476
Eagle_assembly_Josie,2017,chilledwater,736753007.783
Eagle_assembly_Josie,2017,electricity,1943405.1941
Eagle_assembly_Josie,2017,hotwater,813818781.3647
Eagle_assembly_Lacy,2016,chilledwater,439510752.8849
Eagle_assembly_Lacy,2016,electricity,1024023.0033
Eagle_assembly_Lacy,2016,hotwater,2772556645.623
Eagle_assembly_Lacy,2017,chilledwater,403646039.7931
Eagle_assembly_Lacy,2017,electricity,1008875.476
Eagle_assembly_Lacy,2017,hotwater,2676416032.1525
Eagle_assembly_Latrina,2016,chilledwater,618025442.023
Eagle_assembly_Latrina,2016,electricity,1068401.2012
Eagle_assembly_Latrina,2016,hotwater,926584994.4743
Eagle_assembly_Latrina,2017,chilledwater,957422817.3497
Eagle_assembly_Latrina,2017,electricity,1460666.3105
Eagle_assembly_Latrina,2017,hotwater,1057571075.9314001
Eagle_assembly_Margret,2016,chilledwater,4304852597.5427
Eagle_assembly_Margret,2016,electricity,3635964.5625
Eagle_assembly_Margret,2016,hotwater,3216837613.3349
Eagle_assembly_Margret,2017,chilledwater,2361574801.2832
Eagle_assembly_Margret,2017,electricity,3058227.7047
Eagle_assembly_Margret,2017,hotwater,1936057022.6958
Eagle_assembly_Noel,2016,electricity,0.0
Eagle_assembly_Noel,2017,electricity,0.0
Eagle_assembly_Portia,2016,electricity,1137545.1318
Eagle_assembly_Portia,2017,electricity,1134076.1435
Eagle_education_Alberto,2016,chilledwater,8487799276.1804
Eagle_education_Alberto,2016,electricity,3722979.5487
Eagle_education_Alberto,2016,hotwater,909790412.1157
Eagle_education_Alberto,2016,steam,6325568.7465
Eagle_education_Alberto,2017,chilledwater,8825348145.2723
Eagle_education_Alberto,2017,electricity,3894327.8263
Eagle_education_Alberto,2017,hotwater,1209695059.9917
Eagle_education_Alberto,2017,steam,5867195.5989
Eagle_education_April,2016,chilledwater,629563483.9965
Eagle_education_April,2016,electricity,365519.71390000003
Eagle_education_April,2016,hotwater,547361527.6615
Eagle_education_April,2017,chilledwater,482797033.30910003
Eagle_education_April,2017,electricity,313867.5821
Eagle_education_April,2017,hotwater,536577793.1261
Eagle_education_Brianne,2016,electricity,3252755.955
Eagle_education_Brianne,2017,electricity,3784737.326
Eagle_education_Brooke,2016,chilledwater,16819153181.2652
Eagle_education_Brooke,2016,electricity,7963436.1366
Eagle_education_Brooke,2016,hotwater,1653821341.5107
Eagle_education_Brooke,2016,steam,16369195.5919
Eagle_education_Brooke,2017,chilledwater,7304354151.131
Eagle_education_Brooke,2017,electricity,7963424.375
Eagle_education_Brooke,2017,hotwater,3578332025.0776
Eagle_education_Brooke,2017,steam,12320959.5484
Eagle_education_Cassie,2016,chilledwater,574961551.4851
Eagle_education_Cassie,2016,electricity,428649.375
Eagle_education_Cassie,2016,hotwater,0.0
Eagle_education_Cassie,2016,steam,878801.5045
Eagle_education_Cassie,2017,chilledwater,535022375.486
Eagle_education_Cassie,2017,electricity,142699.7261
Eagle_education_Cassie,2017,hotwater,210203117.0694
Eagle_education_Cassie,2017,steam,795653.2191
Eagle_education_Edith,2016,electricity,1435716.7203
Eagle_education_Edith,2017,electricity,1530673.5116
Eagle_education_Eileen,2016,chilledwater,444866756.2337
Eagle_education_Eileen,2016,electricity,337191.8658
Eagle_education_Eileen,2016,steam,387591.80569999997
Eagle_education_Eileen,2017,chilledwater,574725610.6846
Eagle_education_Eileen,2017,electricity,365245.4076
Eagle_education_Eileen,2017,steam,427566.8932
Eagle_education_Jewell,2016,chilledwater,2348543209.8565
Eagle_education_Jewell,2016,electricity,1906045.7784
Eagle_education_Jewell,2016,hotwater,1871791491.0209
Eagle_education_Jewell,2016,steam,270804.4404
Eagle_education_Jewell,2017,chilledwater,2864738478.8464
Eagle_education_Jewell,2017,electricity,2005439.504
Eagle_education_Jewell,2017,hotwater,1203418745.0298
Eagle_education_Jewell,2017,steam,5742.918
Eagle_education_Lino,2016,chilledwater,1643729118.7075
Eagle_education_Lino,2016,electricity,1624294.6849
Eagle_education_Lino,2016,hotwater,1879730681.1936
Eagle_education_Lino,2017,chilledwater,2096699869.1931999
