building_id,year,meter,total_meter_reading,site_id,sqm,primaryspaceusage,yearbuilt,region,country,Avg_AirTemp_Annual,Total_HDD_Annual,Total_CDD_Annual,Count_Heating_Days_Annual,Count_Cooling_Days_Annual
Cockatoo_office_Delores,2017,steam,2053999.9845,Cockatoo,7861.0,Office,1963.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Elbert,2016,chilledwater,236281.4595,Cockatoo,3772.9,Office,,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Elbert,2016,electricity,233280.2333,Cockatoo,3772.9,Office,,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Elbert,2016,steam,394844.1109,Cockatoo,3772.9,Office,,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Elbert,2017,chilledwater,275840.6577,Cockatoo,3772.9,Office,,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Elbert,2017,electricity,246003.5667,Cockatoo,3772.9,Office,,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Elbert,2017,steam,542783.1855,Cockatoo,3772.9,Office,,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Gail,2016,chilledwater,1280826.6715,Cockatoo,2909.4,Office,1913.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Gail,2016,electricity,168171.1917,Cockatoo,2909.4,Office,1913.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Gail,2017,chilledwater,1401310.7369,Cockatoo,2909.4,Office,1913.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Gail,2017,electricity,177686.4,Cockatoo,2909.4,Office,1913.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Georgia,2016,chilledwater,592979.9602,Cockatoo,14672.4,Office,1932.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Georgia,2016,electricity,1894796.2999,Cockatoo,14672.4,Office,1932.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Georgia,2016,steam,690813.6321,Cockatoo,14672.4,Office,1932.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Georgia,2017,chilledwater,680355.3105,Cockatoo,14672.4,Office,1932.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Georgia,2017,electricity,2045164.1916,Cockatoo,14672.4,Office,1932.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Georgia,2017,steam,773381.4953,Cockatoo,14672.4,Office,1932.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Giovanni,2016,chilledwater,1327592.8278,Cockatoo,10710.6,Office,1957.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Giovanni,2016,electricity,1035291.9082,Cockatoo,10710.6,Office,1957.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Giovanni,2016,steam,290680.2577,Cockatoo,10710.6,Office,1957.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Giovanni,2017,chilledwater,1440734.4413,Cockatoo,10710.6,Office,1957.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Giovanni,2017,electricity,1077704.1085,Cockatoo,10710.6,Office,1957.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Giovanni,2017,steam,389606.5225,Cockatoo,10710.6,Office,1957.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Jimmy,2016,chilledwater,399069.5125,Cockatoo,1369.8,Office,1910.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Jimmy,2016,electricity,113018.7834,Cockatoo,1369.8,Office,1910.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Jimmy,2016,steam,2837145.6089,Cockatoo,1369.8,Office,1910.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Jimmy,2017,chilledwater,339194.888,Cockatoo,1369.8,Office,1910.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Jimmy,2017,electricity,107802.6,Cockatoo,1369.8,Office,1910.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Jimmy,2017,steam,2889548.6249,Cockatoo,1369.8,Office,1910.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Jodie,2016,chilledwater,14122.4667,Cockatoo,2884.9,Office,1915.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Jodie,2016,electricity,389472.2499,Cockatoo,2884.9,Office,1915.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Jodie,2016,steam,461562.5624,Cockatoo,2884.9,Office,1915.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Jodie,2017,chilledwater,13557.6123,Cockatoo,2884.9,Office,1915.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Jodie,2017,electricity,460000.5498,Cockatoo,2884.9,Office,1915.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Jodie,2017,steam,672273.0428,Cockatoo,2884.9,Office,1915.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Kristin,2016,chilledwater,1235325.2117,Cockatoo,4603.6,Office,1963.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Kristin,2016,electricity,791941.6501,Cockatoo,4603.6,Office,1963.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Kristin,2016,steam,787692.9485,Cockatoo,4603.6,Office,1963.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Kristin,2017,chilledwater,1339616.6742,Cockatoo,4603.6,Office,1963.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Kristin,2017,electricity,988551.7915,Cockatoo,4603.6,Office,1963.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Kristin,2017,steam,946140.5701,Cockatoo,4603.6,Office,1963.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Laila,2016,chilledwater,2676860.2745,Cockatoo,10254.6,Office,1985.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Laila,2016,electricity,1680683.0333,Cockatoo,10254.6,Office,1985.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Laila,2016,steam,1830446.1006,Cockatoo,10254.6,Office,1985.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Laila,2017,chilledwater,2814820.5524,Cockatoo,10254.6,Office,1985.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Laila,2017,electricity,1904048.7997,Cockatoo,10254.6,Office,1985.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Laila,2017,steam,2460756.4402,Cockatoo,10254.6,Office,1985.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Lorraine,2016,chilledwater,1036195.7815,Cockatoo,1070.6,Office,1994.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Lorraine,2016,electricity,54795.1916,Cockatoo,1070.6,Office,1994.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Lorraine,2017,chilledwater,1135607.0231,Cockatoo,1070.6,Office,1994.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Lorraine,2017,electricity,53844.3251,Cockatoo,1070.6,Office,1994.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Margaret,2016,electricity,24879.2083,Cockatoo,8572.3,Office,2001.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Margaret,2017,electricity,27310.7917,Cockatoo,8572.3,Office,2001.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Nola,2016,chilledwater,633633.4863,Cockatoo,14833.1,Office,1956.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Nola,2017,chilledwater,598564.3679,Cockatoo,14833.1,Office,1956.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Paige,2016,chilledwater,265640.0501,Cockatoo,12151.2,Office,1933.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Paige,2016,electricity,845211.95,Cockatoo,12151.2,Office,1933.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Paige,2017,chilledwater,265383.4529,Cockatoo,12151.2,Office,1933.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Paige,2017,electricity,912856.6502,Cockatoo,12151.2,Office,1933.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Pansy,2016,chilledwater,491441.4063,Cockatoo,8173.3,Office,1947.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Pansy,2016,electricity,409526.1916,Cockatoo,8173.3,Office,1947.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Pansy,2016,steam,663773.7426,Cockatoo,8173.3,Office,1947.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Pansy,2017,chilledwater,712451.2328,Cockatoo,8173.3,Office,1947.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Pansy,2017,electricity,469325.6082,Cockatoo,8173.3,Office,1947.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Pansy,2017,steam,900943.4527,Cockatoo,8173.3,Office,1947.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Rodney,2016,chilledwater,211642.1912,Cockatoo,4364.7,Office,1962.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Rodney,2016,electricity,1006833.8334,Cockatoo,4364.7,Office,1962.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Rodney,2016,steam,1578734.7107,Cockatoo,4364.7,Office,1962.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Rodney,2017,chilledwater,197591.8004,Cockatoo,4364.7,Office,1962.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Rodney,2017,electricity,1110746.8749,Cockatoo,4364.7,Office,1962.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Rodney,2017,steam,1638696.7576,Cockatoo,4364.7,Office,1962.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Roxanna,2016,chilledwater,2108569.6049,Cockatoo,2008.4,Office,,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Roxanna,2016,electricity,58881.9083,Cockatoo,2008.4,Office,,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_office_Roxanna,2017,chilledwater,1951864.4434,Cockatoo,2008.4,Office,,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_office_Roxanna,2017,electricity,65750.5752,Cockatoo,2008.4,Office,,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_public_Caleb,2016,electricity,1451710.3249,Cockatoo,12710.7,Public services,1953.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_public_Caleb,2017,electricity,1476878.6915,Cockatoo,12710.7,Public services,1953.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_public_Chiquita,2016,electricity,662701.9582999999,Cockatoo,9247.7,Public services,1993.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_public_Chiquita,2016,steam,61683.0708,Cockatoo,9247.7,Public services,1993.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_public_Chiquita,2017,electricity,759523.0583,Cockatoo,9247.7,Public services,1993.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_public_Chiquita,2017,steam,81193.2614,Cockatoo,9247.7,Public services,1993.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_public_Harland,2016,electricity,382397.7082,Cockatoo,4698.8,Public services,1956.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_public_Harland,2017,electricity,433810.8249,Cockatoo,4698.8,Public services,1956.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_public_Leah,2016,chilledwater,764694.5743,Cockatoo,22299.1,Public services,1960.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_public_Leah,2016,electricity,1248468.3834,Cockatoo,22299.1,Public services,1960.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_public_Leah,2017,chilledwater,676990.7801,Cockatoo,22299.1,Public services,1960.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_public_Leah,2017,electricity,1453154.9083,Cockatoo,22299.1,Public services,1960.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_public_Shad,2016,electricity,1035289.6583,Cockatoo,10345.7,Public services,2000.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_public_Shad,2016,steam,764960.0003,Cockatoo,10345.7,Public services,2000.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_public_Shad,2017,electricity,1055761.3916,Cockatoo,10345.7,Public services,2000.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_public_Shad,2017,steam,812066.8373,Cockatoo,10345.7,Public services,2000.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_public_Valerie,2016,chilledwater,3714382.6558,Cockatoo,22582.1,Public services,1965.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_public_Valerie,2016,electricity,3207894.4584,Cockatoo,22582.1,Public services,1965.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_public_Valerie,2016,steam,1732823.6484,Cockatoo,22582.1,Public services,1965.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_public_Valerie,2017,chilledwater,4361140.3402,Cockatoo,22582.1,Public services,1965.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_public_Valerie,2017,electricity,3909816.1999,Cockatoo,22582.1,Public services,1965.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_public_Valerie,2017,steam,2131971.1649,Cockatoo,22582.1,Public services,1965.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_religion_Diedre,2016,chilledwater,207468.5591,Cockatoo,2062.5,Religious worship,,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_religion_Diedre,2016,electricity,52482.9251,Cockatoo,2062.5,Religious worship,,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_religion_Diedre,2017,chilledwater,231494.6337,Cockatoo,2062.5,Religious worship,,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_religion_Diedre,2017,electricity,42032.5918,Cockatoo,2062.5,Religious worship,,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_science_Rex,2016,chilledwater,5275645.5173,Cockatoo,5583.5,Technology/science,1912.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_science_Rex,2016,electricity,1413852.975,Cockatoo,5583.5,Technology/science,1912.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_science_Rex,2016,steam,296706.801,Cockatoo,5583.5,Technology/science,1912.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_science_Rex,2017,chilledwater,5846957.8031,Cockatoo,5583.5,Technology/science,1912.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_science_Rex,2017,electricity,1570848.0833,Cockatoo,5583.5,Technology/science,1912.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_science_Rex,2017,steam,470345.7948,Cockatoo,5583.5,Technology/science,1912.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_utility_Kimiko,2016,electricity,615249.8667,Cockatoo,378.2,Utility,1990.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_utility_Kimiko,2016,steam,1373334.3036,Cockatoo,378.2,Utility,1990.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_utility_Kimiko,2017,electricity,527288.9916,Cockatoo,378.2,Utility,1990.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_utility_Kimiko,2017,steam,1737767.3575,Cockatoo,378.2,Utility,1990.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_utility_Sherri,2016,electricity,448182.4418,Cockatoo,6960.5,Utility,1940.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_utility_Sherri,2016,steam,2053490.5645,Cockatoo,6960.5,Utility,1940.0,"Town of Ithaca, New York",United States of America,9.377469,2768.9824,18.607815,240,14
Cockatoo_utility_Sherri,2017,electricity,461750.7917,Cockatoo,6960.5,Utility,1940.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Cockatoo_utility_Sherri,2017,steam,2006395.604,Cockatoo,6960.5,Utility,1940.0,"Town of Ithaca, New York",United States of America,9.133105,2717.791,2.7467995,239,5
Crow_education_Kate,2016,chilledwater,317677.3886,Crow,6320.2,Education,,"Ottawa, Ontario",Canada,7.637231,3422.9802,21.502167,240,14
Crow_education_Kate,2016,electricity,635950.81,Crow,6320.2,Education,,"Ottawa, Ontario",Canada,7.637231,3422.9802,21.502167,240,14
Crow_education_Kate,2016,hotwater,1555670.3022,Crow,6320.2,Education,,"Ottawa, Ontario",Canada,7.637231,3422.9802,21.502167,240,14
Crow_education_Kate,2017,chilledwater,226798.4165,Crow,6320.2,Education,,"Ottawa, Ontario",Canada,7.531336,3189.7139,7.706705,234,6
Crow_education_Kate,2017,electricity,512001.625,Crow,6320.2,Education,,"Ottawa, Ontario",Canada,7.531336,3189.7139,7.706705,234,6
Crow_education_Kate,2017,hotwater,1346904.6993,Crow,6320.2,Education,,"Ottawa, Ontario",Canada,7.531336,3189.7139,7.706705,234,6
Crow_education_Keisha,2016,chilledwater,182072.7048,Crow,14173.2,Education,,"Ottawa, Ontario",Canada,7.637231,3422.9802,21.502167,240,14
Crow_education_Keisha,2016,electricity,2575634.505,Crow,14173.2,Education,,"Ottawa, Ontario",Canada,7.637231,3422.9802,21.502167,240,14
Crow_education_Keisha,2016,hotwater,835346.1594,Crow,14173.2,Education,,"Ottawa, Ontario",Canada,7.637231,3422.9802,21.502167,240,14
Crow_education_Keisha,2017,chilledwater,125499.8186,Crow,14173.2,Education,,"Ottawa, Ontario",Canada,7.531336,3189.7139,7.706705,234,6
Crow_education_Keisha,2017,electricity,2237371.125,Crow,14173.2,Education,,"Ottawa, Ontario",Canada,7.531336,3189.7139,7.706705,234,6
Crow_education_Keisha,2017,hotwater,565682.0345,Crow,14173.2,Education,,"Ottawa, Ontario",Canada,7.531336,3189.7139,7.706705,234,6
Crow_education_Marlin,2016,chilledwater,481934.1462,Crow,7561.4,Education,,"Ottawa, Ontario",Canada,7.637231,3422.9802,21.502167,240,14
Crow_education_Marlin,2016,electricity,1918838.098,Crow,7561.4,Education,,"Ottawa, Ontario",Canada,7.637231,3422.9802,21.502167,240,14
Crow_education_Marlin,2016,hotwater,491126.9218,Crow,7561.4,Education,,"Ottawa, Ontario",Canada,7.637231,3422.9802,21.502167,240,14
Crow_education_Marlin,2017,chilledwater,437908.1144,Crow,7561.4,Education,,"Ottawa, Ontario",Canada,7.531336,3189.7139,7.706705,234,6
Crow_education_Marlin,2017,electricity,1682273.062,Crow,7561.4,Education,,"Ottawa, Ontario",Canada,7.531336,3189.7139,7.706705,234,6
Crow_education_Marlin,2017,hotwater,499813.823,Crow,7561.4,Education,,"Ottawa, Ontario",Canada,7.531336,3189.7139,7.706705,234,6
Crow_education_Omer,2016,chilledwater,487647.8681,Crow,11857.4,Education,,"Ottawa, Ontario",Canada,7.637231,3422.9802,21.502167,240,14
Crow_education_Omer,2016,electricity,3028812.5,Crow,11857.4,Education,,"Ottawa, Ontario",Canada,7.637231,3422.9802,21.502167,240,14
Crow_education_Omer,2016,hotwater,962990.6808,Crow,11857.4,Education,,"Ottawa, Ontario",Canada,7.637231,3422.9802,21.502167,240,14
Crow_education_Omer,2017,chilledwater,441978.9112,Crow,11857.4,Education,,"Ottawa, Ontario",Canada,7.531336,3189.7139,7.706705,234,6
Crow_education_Omer,2017,electricity,2465388.829,Crow,11857.4,Education,,"Ottawa, Ontario",Canada,7.531336,3189.7139,7.706705,234,6
Crow_education_Omer,2017,hotwater,598117.1999,Crow,11857.4,Education,,"Ottawa, Ontario",Canada,7.531336,3189.7139,7.706705,234,6
Crow_education_Winston,2016,chilledwater,595918.7014,Crow,8659.1,Education,,"Ottawa, Ontario",Canada,7.637231,3422.9802,21.502167,240,14
Crow_education_Winston,2016,electricity,2655859.5,Crow,8659.1,Education,,"Ottawa, Ontario",Canada,7.637231,3422.9802,21.502167,240,14
Crow_education_Winston,2016,hotwater,733651.0128,Crow,8659.1,Education,,"Ottawa, Ontario",Canada,7.637231,3422.9802,21.502167,240,14
Crow_education_Winston,2017,chilledwater,645486.5347,Crow,8659.1,Education,,"Ottawa, Ontario",Canada,7.531336,3189.7139,7.706705,234,6
Crow_education_Winston,2017,electricity,2566512.329,Crow,8659.1,Education,,"Ottawa, Ontario",Canada,7.531336,3189.7139,7.706705,234,6
Crow_education_Winston,2017,hotwater,754575.753,Crow,8659.1,Education,,"Ottawa, Ontario",Canada,7.531336,3189.7139,7.706705,234,6
Eagle_assembly_Benny,2016,electricity,465673.5901,Eagle,4642.8,Entertainment/public assembly,,,,13.267862,1844.6765,145.10973,202,61
Eagle_assembly_Benny,2017,electricity,398251.529,Eagle,4642.8,Entertainment/public assembly,,,,13.08023,1811.0581,89.3375,195,46
Eagle_assembly_Candice,2016,chilledwater,149049219.7916,Eagle,7867.8,Entertainment/public assembly,,,,13.267862,1844.6765,145.10973,202,61
Eagle_assembly_Candice,2016,electricity,323976.9273,Eagle,7867.8,Entertainment/public assembly,,,,13.267862,1844.6765,145.10973,202,61
Eagle_assembly_Candice,2016,hotwater,360687504.8163,Eagle,7867.8,Entertainment/public assembly,,,,13.267862,1844.6765,145.10973,202,61
Eagle_assembly_Candice,2017,chilledwater,181305044.4246,Eagle,7867.8,Entertainment/public assembly,,,,13.08023,1811.0581,89.3375,195,46
Eagle_assembly_Candice,2017,electricity,361765.9895,Eagle,7867.8,Entertainment/public assembly,,,,13.08023,1811.0581,89.3375,195,46
Eagle_assembly_Candice,2017,hotwater,135436096.9278,Eagle,7867.8,Entertainment/public assembly,,,,13.08023,1811.0581,89.3375,195,46
Eagle_assembly_Estelle,2016,chilledwater,138810653.5207,Eagle,1723.4,Entertainment/public assembly,,,,13.267862,1844.6765,145.10973,202,61
Eagle_assembly_Estelle,2016,electricity,101714.0,Eagle,1723.4,Entertainment/public assembly,,,,13.267862,1844.6765,145.10973,202,61
Eagle_assembly_Estelle,2016,hotwater,253444450.4696,Eagle,1723.4,Entertainment/public assembly,,,,13.267862,1844.6765,145.10973,202,61
Eagle_assembly_Estelle,2017,chilledwater,163707524.6904,Eagle,1723.4,Entertainment/public assembly,,,,13.08023,1811.0581,89.3375,195,46
Eagle_assembly_Estelle,2017,electricity,98572.0,Eagle,1723.4,Entertainment/public assembly,,,,13.08023,1811.0581,89.3375,195,46
Eagle_assembly_Estelle,2017,hotwater,211728027.5852,Eagle,1723.4,Entertainment/public assembly,,,,13.08023,1811.0581,89.3375,195,46
Eagle_assembly_Herbert,2016,electricity,608212.92,Eagle,7691.3,Entertainment/public assembly,,,,13.267862,1844.6765,145.10973,202,61
Eagle_assembly_Herbert,2016,steam,1558196.5687,Eagle,7691.3,Entertainment/public assembly,,,,13.267862,1844.6765,145.10973,202,61
Eagle_assembly_Herbert,2017,electricity,589820.4743,Eagle,7691.3,Entertainment/public assembly,,,,13.08023,1811.0581,89.3375,195,46
Eagle_assembly_Herbert,2017,steam,1848184.5203,Eagle,7691.3,Entertainment/public assembly,,,,13.08023,1811.0581,89.3375,195,46
Eagle_assembly_Ian,2016,chilledwater,2854124440.2498,Eagle,34376.3,Entertainment/public assembly,,,,13.267862,1844.6765,145.10973,202,61
Eagle_assembly_Ian,2016,electricity,3737457.0,Eagle,34376.3,Entertainment/public assembly,,,,13.267862,1844.6765,145.10973,202,61
Eagle_assembly_Ian,2016,hotwater,1884703247.973,Eagle,34376.3,Entertainment/public assembly,,,,13.267862,1844.6765,145.10973,202,61
Eagle_assembly_Ian,2017,chilledwater,2805738473.3313,Eagle,34376.3,Entertainment/public assembly,,,,13.08023,1811.0581,89.3375,195,46
Eagle_assembly_Ian,2017,electricity,4056758.0,Eagle,34376.3,Entertainment/public assembly,,,,13.08023,1811.0581,89.3375,195,46
Eagle_assembly_Ian,2017,hotwater,1575294590.4118,Eagle,34376.3,Entertainment/public assembly,,,,13.08023,1811.0581,89.3375,195,46
Eagle_assembly_Josie,2016,chilledwater,425035882.1494,Eagle,6827.3,Entertainment/public assembly,,,,13.267862,1844.6765,145.10973,202,61
